time,Z
24.57,1.823911
24.571,1.829208
24.572,1.834489
24.573,1.839623
24.574,1.844897
24.575,1.849994
24.576,1.855165
24.577,1.860251
24.578,1.865299
24.579,1.870384
24.58,1.875356
24.581,1.880286
24.582,1.88527
24.583,1.890289
24.584,1.895242
24.585,1.900111
24.586,1.90493
24.587,1.909692
24.588,1.914419
24.589,1.919119
24.59,1.923912
24.591,1.928573
24.592,1.933242
24.593,1.9378
24.594,1.942399
24.595,1.946911
24.596,1.951438
24.597,1.955957
24.598,1.96042
24.599,1.964889
24.6,1.969302
24.601,1.973693
24.602,1.978041
24.603,1.982432
24.604,1.9867
24.605,1.99099
24.606,1.995211
24.607,1.999477
24.608,2.003636
24.609,2.00779
24.61,2.011971
24.611,2.016049
24.612,2.020165
24.613,2.0242
24.614,2.028189
24.615,2.032219
24.616,2.036186
24.617,2.040124
24.618,2.044056
24.619,2.047953
24.62,2.051807
24.621,2.055661
24.622,2.059476
24.623,2.063274
24.624,2.067008
24.625,2.070743
24.626,2.074453
24.627,2.078143
24.628,2.081808
24.629,2.08541
24.63,2.089002
24.631,2.092535
24.632,2.096079
24.633,2.099612
24.634,2.1031
24.635,2.106594
24.636,2.110075
24.637,2.113557
24.638,2.117023
24.639,2.120466
24.64,2.123866
24.641,2.127228
24.642,2.130636
24.643,2.134017
24.644,2.137305
24.645,2.140583
24.646,2.143773
24.647,2.146964
24.648,2.150151
24.649,2.153314
24.65,2.156365
24.651,2.15943
24.652,2.162426
24.653,2.165349
24.654,2.168217
24.655,2.17096
24.656,2.173726
24.657,2.176356
24.658,2.178934
24.659,2.181517
24.66,2.184085
24.661,2.186565
24.662,2.188983
24.663,2.191458
24.664,2.193972
24.665,2.196501
24.666,2.199016
24.667,2.201499
24.668,2.204007
24.669,2.206445
24.67,2.208853
24.671,2.211196
24.672,2.213543
24.673,2.215824
24.674,2.218046
24.675,2.220245
24.676,2.222321
24.677,2.224454
24.678,2.22646
24.679,2.228486
24.68,2.230411
24.681,2.232327
24.682,2.234003
24.683,2.235698
24.684,2.237253
24.685,2.238846
24.686,2.240289
24.687,2.241708
24.688,2.243254
24.689,2.244728
24.69,2.246313
24.691,2.247639
24.692,2.249282
24.693,2.250615
24.694,2.252152
24.695,2.253657
24.696,2.255042
24.697,2.25637
24.698,2.257182
24.699,2.257442
24.7,2.257282
24.701,2.256887
24.702,2.25642
24.703,2.256064
24.704,2.255786
24.705,2.255568
24.706,2.255419
24.707,2.255454
24.708,2.255437
24.709,2.255461
24.71,2.255522
24.711,2.255469
24.712,2.255642
24.713,2.255719
24.714,2.255753
24.715,2.255779
24.716,2.255777
24.717,2.25576
24.718,2.255709
24.719,2.255621
24.72,2.255509
24.721,2.255364
24.722,2.255184
24.723,2.254972
24.724,2.254753
24.725,2.254367
24.726,2.254019
24.727,2.253752
24.728,2.253368
24.729,2.252915
24.73,2.25244
24.731,2.251933
24.732,2.251299
24.733,2.250668
24.734,2.250048
24.735,2.249366
24.736,2.248741
24.737,2.247931
24.738,2.247174
24.739,2.246374
24.74,2.245421
24.741,2.244619
24.742,2.243644
24.743,2.242683
24.744,2.241681
24.745,2.240672
24.746,2.239573
24.747,2.238503
24.748,2.237291
24.749,2.236134
24.75,2.234922
24.751,2.233662
24.752,2.232362
24.753,2.231048
24.754,2.229672
24.755,2.228286
24.756,2.226863
24.757,2.225372
24.758,2.223891
24.759,2.222236
24.76,2.220695
24.761,2.219063
24.762,2.217385
24.763,2.215722
24.764,2.213992
24.765,2.212245
24.766,2.210402
24.767,2.208595
24.768,2.206716
24.769,2.204819
24.77,2.202844
24.771,2.200908
24.772,2.198883
24.773,2.196803
24.774,2.194741
24.775,2.19267
24.776,2.19046
24.777,2.188268
24.778,2.186065
24.779,2.183743
24.78,2.181482
24.781,2.179102
24.782,2.176791
24.783,2.174322
24.784,2.171895
24.785,2.169421
24.786,2.166849
24.787,2.164307
24.788,2.161697
24.789,2.159067
24.79,2.156348
24.791,2.153743
24.792,2.150991
24.793,2.148187
24.794,2.145377
24.795,2.142604
24.796,2.139732
24.797,2.136771
24.798,2.133866
24.799,2.130877
24.8,2.127846
24.801,2.124831
24.802,2.121682
24.803,2.118621
24.804,2.115456
24.805,2.112268
24.806,2.109001
24.807,2.105797
24.808,2.102419
24.809,2.09915
24.81,2.09576
24.811,2.092377
24.812,2.088921
24.813,2.085473
24.814,2.081961
24.815,2.078509
24.816,2.074924
24.817,2.071396
24.818,2.067684
24.819,2.064111
24.82,2.06032
24.821,2.056667
24.822,2.052836
24.823,2.049084
24.824,2.045326
24.825,2.041489
24.826,2.037594
24.827,2.033681
24.828,2.029755
24.829,2.02566
24.83,2.021683
24.831,2.017577
24.832,2.013541
24.833,2.009435
24.834,2.005295
24.835,2.001017
24.836,1.99686
24.837,1.992659
24.838,1.988357
24.839,1.984053
24.84,1.979787
24.841,1.975368
24.842,1.971031
24.843,1.966598
24.844,1.962044
24.845,1.957643
24.846,1.9531
24.847,1.948529
24.848,1.943958
24.849,1.939366
24.85,1.9347
24.851,1.929992
24.852,1.925298
24.853,1.920566
24.854,1.915788
24.855,1.911059
24.856,1.906229
24.857,1.901405
24.858,1.896463
24.859,1.891584
24.86,1.8867
24.861,1.881739
24.862,1.876751
24.863,1.871733
24.864,1.866684
24.865,1.861584
24.866,1.856482
24.867,1.851347
24.868,1.846193
24.869,1.840951
24.87,1.835729
24.871,1.830501
24.872,1.825218
24.873,1.819913
24.874,1.814586
24.875,1.80926
24.876,1.80381
24.877,1.798374
24.878,1.792868
24.879,1.787367
24.88,1.781803
24.881,1.776146
24.882,1.770659
24.883,1.764998
24.884,1.75947
24.885,1.753739
24.886,1.747954
24.887,1.742282
24.888,1.736612
24.889,1.730826
24.89,1.725036
24.891,1.719236
24.892,1.713376
24.893,1.707502
24.894,1.701576
24.895,1.695683
24.896,1.689723
24.897,1.68379
24.898,1.677734
24.899,1.671666
24.9,1.665657
24.901,1.659606
24.902,1.653554
24.903,1.647324
24.904,1.641232
24.905,1.635072
24.906,1.628848
24.907,1.622558
24.908,1.616338
24.909,1.610095
24.91,1.603829
24.911,1.597409
24.912,1.591077
24.913,1.584737
24.914,1.578371
24.915,1.571962
24.916,1.565498
24.917,1.559012
24.918,1.552554
24.919,1.546063
24.92,1.53958
24.921,1.533042
24.922,1.526461
24.923,1.51986
24.924,1.513202
24.925,1.50647
24.926,1.499884
24.927,1.493119
24.928,1.486366
24.929,1.479607
24.93,1.472854
24.931,1.46607
24.932,1.459371
24.933,1.452515
24.934,1.445658
24.935,1.438765
24.936,1.431956
24.937,1.42506
24.938,1.418136
24.939,1.411207
24.94,1.404235
24.941,1.397276
24.942,1.390241
24.943,1.383212
24.944,1.376231
24.945,1.369167
24.946,1.362055
24.947,1.354917
24.948,1.347833
24.949,1.340701
24.95,1.333567
24.951,1.326339
24.952,1.319129
24.953,1.311968
24.954,1.304693
24.955,1.297462
24.956,1.290188
24.957,1.282854
24.958,1.275496
24.959,1.268185
24.96,1.260818
24.961,1.253395
24.962,1.245971
24.963,1.238521
24.964,1.23103
24.965,1.22359
24.966,1.216081
24.967,1.208639
24.968,1.201166
24.969,1.193649
24.97,1.186107
24.971,1.178554
24.972,1.17101
24.973,1.163402
24.974,1.155861
24.975,1.14826
24.976,1.140618
24.977,1.133007
24.978,1.125376
24.979,1.117682
24.98,1.110011
24.981,1.102338
24.982,1.094643
24.983,1.086905
24.984,1.07916
24.985,1.071423
24.986,1.063665
24.987,1.055878
24.988,1.048055
24.989,1.040237
24.99,1.032354
24.991,1.024466
24.992,1.016586
24.993,1.008677
24.994,1.00077
24.995,0.992834
24.996,0.984947
24.997,0.977002
24.998,0.969056
24.999,0.961079
25.0,0.953093
25.001,0.945143
25.002,0.937108
25.003,0.929107
25.004,0.921117
25.005,0.913049
25.006,0.905015
25.007,0.896978
25.008,0.888954
25.009,0.880861
25.01,0.87275
25.011,0.864705
25.012,0.856618
25.013,0.848503
25.014,0.840382
25.015,0.832194
25.016,0.824039
25.017,0.815895
25.018,0.807662
25.019,0.79951
25.02,0.791323
25.021,0.783114
25.022,0.774901
25.023,0.766677
25.024,0.758446
25.025,0.750182
25.026,0.741932
25.027,0.733652
25.028,0.725389
25.029,0.717088
25.03,0.708806
25.031,0.7005
25.032,0.692197
25.033,0.683893
25.034,0.67555
25.035,0.667235
25.036,0.658877
25.037,0.650557
25.038,0.642171
25.039,0.633771
25.04,0.625468
25.041,0.617086
25.042,0.608739
25.043,0.600364
25.044,0.591975
25.045,0.583541
25.046,0.575167
25.047,0.566745
25.048,0.558358
25.049,0.549895
25.05,0.541487
25.051,0.532978
25.052,0.524548
25.053,0.51608
25.054,0.50764
25.055,0.499109
25.056,0.490667
25.057,0.482194
25.058,0.473692
25.059,0.465251
25.06,0.45674
25.061,0.448284
25.062,0.439754
25.063,0.431296
25.064,0.422786
25.065,0.414276
25.066,0.405787
25.067,0.397277
25.068,0.388787
25.069,0.380281
25.07,0.37174
25.071,0.363194
25.072,0.354679
25.073,0.346097
25.074,0.33755
25.075,0.328968
25.076,0.320458
25.077,0.311892
25.078,0.303364
25.079,0.294798
25.08,0.286261
25.081,0.277715
25.082,0.269194
25.083,0.260612
25.084,0.252083
25.085,0.243563
25.086,0.23497
25.087,0.226458
25.088,0.217886
25.089,0.209308
25.09,0.200761
25.091,0.192198
25.092,0.183637
25.093,0.175064
25.094,0.166519
25.095,0.158003
25.096,0.149425
25.097,0.140876
25.098,0.132303
25.099,0.123773
25.1,0.115186
25.101,0.10664
25.102,0.098093
25.103,0.089564
25.104,0.081006
25.105,0.072478
25.106,0.06392
25.107,0.055391
25.108,0.046847
25.109,0.038317
25.11,0.029795
25.111,0.021276
25.112,0.012744
25.113,0.00422
25.114,-0.004337
25.115,-0.01285
25.116,-0.021344
25.117,-0.029865
25.118,-0.03834
25.119,-0.046859
25.12,-0.055367
25.121,-0.063836
25.122,-0.07233
25.123,-0.080836
25.124,-0.089322
25.125,-0.097719
25.126,-0.106197
25.127,-0.114705
25.128,-0.123129
25.129,-0.131583
25.13,-0.140003
25.131,-0.148458
25.132,-0.156889
25.133,-0.165314
25.134,-0.173753
25.135,-0.182207
25.136,-0.190616
25.137,-0.199026
25.138,-0.207408
25.139,-0.215795
25.14,-0.224177
25.141,-0.232577
25.142,-0.240899
25.143,-0.249273
25.144,-0.257594
25.145,-0.265895
25.146,-0.274229
25.147,-0.28255
25.148,-0.290886
25.149,-0.299188
25.15,-0.307503
25.151,-0.315806
25.152,-0.324091
25.153,-0.332355
25.154,-0.340667
25.155,-0.34892
25.156,-0.357193
25.157,-0.365415
25.158,-0.37366
25.159,-0.381877
25.16,-0.390061
25.161,-0.39826
25.162,-0.406424
25.163,-0.41464
25.164,-0.422758
25.165,-0.430907
25.166,-0.43902
25.167,-0.44719
25.168,-0.455291
25.169,-0.463374
25.17,-0.471501
25.171,-0.479598
25.172,-0.487737
25.173,-0.495793
25.174,-0.503867
25.175,-0.511893
25.176,-0.519924
25.177,-0.527945
25.178,-0.535956
25.179,-0.543969
25.18,-0.551923
25.181,-0.559894
25.182,-0.567874
25.183,-0.575733
25.184,-0.583696
25.185,-0.591658
25.186,-0.599447
25.187,-0.607438
25.188,-0.615212
25.189,-0.623193
25.19,-0.630935
25.191,-0.638887
25.192,-0.646563
25.193,-0.654435
25.194,-0.662272
25.195,-0.670045
25.196,-0.677774
25.197,-0.685516
25.198,-0.693229
25.199,-0.700903
25.2,-0.708703
25.201,-0.716363
25.202,-0.723959
25.203,-0.731664
25.204,-0.739281
25.205,-0.746901
25.206,-0.754551
25.207,-0.762128
25.208,-0.769792
25.209,-0.777273
25.21,-0.784818
25.211,-0.792273
25.212,-0.799834
25.213,-0.807435
25.214,-0.814844
25.215,-0.82222
25.216,-0.829851
25.217,-0.837086
25.218,-0.844731
25.219,-0.851913
25.22,-0.859455
25.221,-0.866743
25.222,-0.874052
25.223,-0.881393
25.224,-0.888549
25.225,-0.896032
25.226,-0.903185
25.227,-0.910416
25.228,-0.917639
25.229,-0.924827
25.23,-0.932011
25.231,-0.93915
25.232,-0.946311
25.233,-0.953429
25.234,-0.960432
25.235,-0.967767
25.236,-0.974721
25.237,-0.981794
25.238,-0.988826
25.239,-0.995858
25.24,-1.002872
25.241,-1.009874
25.242,-1.016812
25.243,-1.023775
25.244,-1.03069
25.245,-1.03765
25.246,-1.044411
25.247,-1.051538
25.248,-1.058307
25.249,-1.065042
25.25,-1.071853
25.251,-1.078633
25.252,-1.085411
25.253,-1.092171
25.254,-1.098856
25.255,-1.105521
25.256,-1.112193
25.257,-1.118829
25.258,-1.125441
25.259,-1.132052
25.26,-1.138643
25.261,-1.145184
25.262,-1.151737
25.263,-1.158157
25.264,-1.164677
25.265,-1.171153
25.266,-1.177582
25.267,-1.184026
25.268,-1.190415
25.269,-1.196768
25.27,-1.203099
25.271,-1.209434
25.272,-1.215691
25.273,-1.22192
25.274,-1.228212
25.275,-1.234453
25.276,-1.240656
25.277,-1.246859
25.278,-1.253043
25.279,-1.259193
25.28,-1.265327
25.281,-1.271427
25.282,-1.277504
25.283,-1.283514
25.284,-1.289638
25.285,-1.295577
25.286,-1.301669
25.287,-1.307546
25.288,-1.313534
25.289,-1.319381
25.29,-1.325231
25.291,-1.331068
25.292,-1.336902
25.293,-1.342723
25.294,-1.348396
25.295,-1.354161
25.296,-1.359878
25.297,-1.365531
25.298,-1.371207
25.299,-1.37678
25.3,-1.38237
25.301,-1.387979
25.302,-1.393444
25.303,-1.398966
25.304,-1.404449
25.305,-1.409934
25.306,-1.415379
25.307,-1.420818
25.308,-1.426206
25.309,-1.431581
25.31,-1.436976
25.311,-1.442238
25.312,-1.447517
25.313,-1.452806
25.314,-1.45804
25.315,-1.463248
25.316,-1.468459
25.317,-1.473577
25.318,-1.47873
25.319,-1.483865
25.32,-1.488922
25.321,-1.493938
25.322,-1.498988
25.323,-1.503998
25.324,-1.508959
25.325,-1.513901
25.326,-1.518812
25.327,-1.523698
25.328,-1.528568
25.329,-1.533408
25.33,-1.538221
25.331,-1.54304
25.332,-1.547732
25.333,-1.552471
25.334,-1.557279
25.335,-1.56197
25.336,-1.566623
25.337,-1.571201
25.338,-1.575807
25.339,-1.580312
25.34,-1.584798
25.341,-1.589335
25.342,-1.593685
25.343,-1.598196
25.344,-1.602568
25.345,-1.606928
25.346,-1.611243
25.347,-1.615601
25.348,-1.61984
25.349,-1.624047
25.35,-1.628348
25.351,-1.632531
25.352,-1.636731
25.353,-1.640881
25.354,-1.645023
25.355,-1.649158
25.356,-1.653204
25.357,-1.657268
25.358,-1.66133
25.359,-1.665301
25.36,-1.669335
25.361,-1.673254
25.362,-1.677181
25.363,-1.681116
25.364,-1.684979
25.365,-1.688846
25.366,-1.692691
25.367,-1.696505
25.368,-1.700304
25.369,-1.704033
25.37,-1.707761
25.371,-1.711467
25.372,-1.715142
25.373,-1.718764
25.374,-1.722406
25.375,-1.726012
25.376,-1.729591
25.377,-1.733147
25.378,-1.736677
25.379,-1.740207
25.38,-1.743683
25.381,-1.747154
25.382,-1.750592
25.383,-1.754019
25.384,-1.757416
25.385,-1.760785
25.386,-1.764134
25.387,-1.767458
25.388,-1.770775
25.389,-1.774084
25.39,-1.77735
25.391,-1.780603
25.392,-1.783833
25.393,-1.787054
25.394,-1.790249
25.395,-1.79348
25.396,-1.79669
25.397,-1.799881
25.398,-1.803035
25.399,-1.806165
25.4,-1.809219
25.401,-1.812231
25.402,-1.815222
25.403,-1.818122
25.404,-1.820963
25.405,-1.82371
25.406,-1.826447
25.407,-1.829163
25.408,-1.831822
25.409,-1.834428
25.41,-1.836931
25.411,-1.839413
25.412,-1.84185
25.413,-1.844209
25.414,-1.846535
25.415,-1.848922
25.416,-1.85144
25.417,-1.853902
25.418,-1.856359
25.419,-1.858827
25.42,-1.861344
25.421,-1.863702
25.422,-1.866163
25.423,-1.868521
25.424,-1.870897
25.425,-1.873196
25.426,-1.87552
25.427,-1.877742
25.428,-1.879928
25.429,-1.882053
25.43,-1.884151
25.431,-1.886195
25.432,-1.888174
25.433,-1.890058
25.434,-1.891816
25.435,-1.893484
25.436,-1.895049
25.437,-1.896488
25.438,-1.897882
25.439,-1.899217
25.44,-1.900569
25.441,-1.901766
25.442,-1.903089
25.443,-1.904413
25.444,-1.905667
25.445,-1.906982
25.446,-1.90825
25.447,-1.909559
25.448,-1.911003
25.449,-1.9123
25.45,-1.913531
25.451,-1.914288
25.452,-1.914779
25.453,-1.91495
25.454,-1.914649
25.455,-1.914469
25.456,-1.914177
25.457,-1.91391
25.458,-1.913743
25.459,-1.91353
25.46,-1.91338
25.461,-1.91329
25.462,-1.913252
25.463,-1.91324
25.464,-1.913255
25.465,-1.913373
25.466,-1.913318
25.467,-1.913369
25.468,-1.913317
25.469,-1.91338
25.47,-1.913351
25.471,-1.913282
25.472,-1.913189
25.473,-1.912884
25.474,-1.912906
25.475,-1.912756
25.476,-1.912532
25.477,-1.912286
25.478,-1.911912
25.479,-1.911596
25.48,-1.911363
25.481,-1.910824
25.482,-1.910436
25.483,-1.909929
25.484,-1.90944
25.485,-1.908952
25.486,-1.908322
25.487,-1.907755
25.488,-1.907075
25.489,-1.906407
25.49,-1.905762
25.491,-1.904971
25.492,-1.904159
25.493,-1.903384
25.494,-1.902516
25.495,-1.901625
25.496,-1.900702
25.497,-1.899717
25.498,-1.898722
25.499,-1.897712
25.5,-1.896651
25.501,-1.89557
25.502,-1.894439
25.503,-1.893242
25.504,-1.892103
25.505,-1.890848
25.506,-1.889588
25.507,-1.888283
25.508,-1.886918
25.509,-1.885538
25.51,-1.884144
25.511,-1.882707
25.512,-1.881225
25.513,-1.879725
25.514,-1.878181
25.515,-1.876609
25.516,-1.874983
25.517,-1.873378
25.518,-1.871662
25.519,-1.869983
25.52,-1.868239
25.521,-1.866417
25.522,-1.864637
25.523,-1.862759
25.524,-1.860885
25.525,-1.85894
25.526,-1.857052
25.527,-1.855057
25.528,-1.853048
25.529,-1.850963
25.53,-1.848916
25.531,-1.846717
25.532,-1.84457
25.533,-1.842412
25.534,-1.840191
25.535,-1.837866
25.536,-1.835639
25.537,-1.833238
25.538,-1.830881
25.539,-1.828507
25.54,-1.826072
25.541,-1.823613
25.542,-1.821085
25.543,-1.818542
25.544,-1.815922
25.545,-1.813309
25.546,-1.81071
25.547,-1.808036
25.548,-1.805326
25.549,-1.802587
25.55,-1.799791
25.551,-1.796966
25.552,-1.794139
25.553,-1.791232
25.554,-1.788329
25.555,-1.785375
25.556,-1.782377
25.557,-1.779401
25.558,-1.776436
25.559,-1.773237
25.56,-1.770101
25.561,-1.767033
25.562,-1.763914
25.563,-1.760696
25.564,-1.757543
25.565,-1.754204
25.566,-1.750951
25.567,-1.747613
25.568,-1.744238
25.569,-1.74085
25.57,-1.737385
25.571,-1.733991
25.572,-1.730411
25.573,-1.726936
25.574,-1.723371
25.575,-1.719747
25.576,-1.716222
25.577,-1.712511
25.578,-1.708883
25.579,-1.705065
25.58,-1.701343
25.581,-1.697608
25.582,-1.693786
25.583,-1.689944
25.584,-1.686091
25.585,-1.682239
25.586,-1.678279
25.587,-1.674383
25.588,-1.670403
25.589,-1.666339
25.59,-1.662241
25.591,-1.658116
25.592,-1.654128
25.593,-1.649923
25.594,-1.645787
25.595,-1.641581
25.596,-1.637393
25.597,-1.633078
25.598,-1.628742
25.599,-1.624446
25.6,-1.620111
25.601,-1.615755
25.602,-1.611342
25.603,-1.606915
25.604,-1.60246
25.605,-1.597946
25.606,-1.593452
25.607,-1.588945
25.608,-1.584297
25.609,-1.579722
25.61,-1.575055
25.611,-1.570385
25.612,-1.565712
25.613,-1.561044
25.614,-1.556227
25.615,-1.551473
25.616,-1.546695
25.617,-1.541877
25.618,-1.536993
25.619,-1.532145
25.62,-1.52724
25.621,-1.522281
25.622,-1.517332
25.623,-1.512388
25.624,-1.507348
25.625,-1.502298
25.626,-1.497304
25.627,-1.49221
25.628,-1.487075
25.629,-1.481899
25.63,-1.476766
25.631,-1.471433
25.632,-1.466163
25.633,-1.460921
25.634,-1.455609
25.635,-1.450228
25.636,-1.444831
25.637,-1.439508
25.638,-1.434056
25.639,-1.428606
25.64,-1.423161
25.641,-1.417688
25.642,-1.412163
25.643,-1.406712
25.644,-1.401019
25.645,-1.395454
25.646,-1.389879
25.647,-1.384254
25.648,-1.378571
25.649,-1.372917
25.65,-1.36718
25.651,-1.361448
25.652,-1.355764
25.653,-1.349949
25.654,-1.344076
25.655,-1.33818
25.656,-1.332386
25.657,-1.326472
25.658,-1.320597
25.659,-1.314649
25.66,-1.308675
25.661,-1.302674
25.662,-1.296707
25.663,-1.290684
25.664,-1.284667
25.665,-1.278571
25.666,-1.27248
25.667,-1.266361
25.668,-1.260292
25.669,-1.254083
25.67,-1.247871
25.671,-1.241705
25.672,-1.235504
25.673,-1.229277
25.674,-1.223029
25.675,-1.216698
25.676,-1.210389
25.677,-1.204013
25.678,-1.19768
25.679,-1.191272
25.68,-1.184829
25.681,-1.178439
25.682,-1.171969
25.683,-1.165528
25.684,-1.159067
25.685,-1.152566
25.686,-1.146032
25.687,-1.13951
25.688,-1.132897
25.689,-1.126354
25.69,-1.119762
25.691,-1.113182
25.692,-1.10652
25.693,-1.099832
25.694,-1.093141
25.695,-1.086428
25.696,-1.079695
25.697,-1.073015
25.698,-1.066231
25.699,-1.059423
25.7,-1.052634
25.701,-1.045845
25.702,-1.039004
25.703,-1.032137
25.704,-1.025243
25.705,-1.018348
25.706,-1.011475
25.707,-1.004513
25.708,-0.997554
25.709,-0.990582
25.71,-0.98357
25.711,-0.97654
25.712,-0.969455
25.713,-0.962444
25.714,-0.955402
25.715,-0.94829
25.716,-0.941194
25.717,-0.934124
25.718,-0.926964
25.719,-0.919845
25.72,-0.91275
25.721,-0.905562
25.722,-0.898375
25.723,-0.891176
25.724,-0.883987
25.725,-0.876756
25.726,-0.869502
25.727,-0.86224
25.728,-0.855003
25.729,-0.847675
25.73,-0.840398
25.731,-0.833082
25.732,-0.825727
25.733,-0.818398
25.734,-0.811024
25.735,-0.803641
25.736,-0.796226
25.737,-0.788797
25.738,-0.781346
25.739,-0.773862
25.74,-0.766377
25.741,-0.758895
25.742,-0.751421
25.743,-0.743932
25.744,-0.736381
25.745,-0.72888
25.746,-0.721365
25.747,-0.713809
25.748,-0.706214
25.749,-0.698678
25.75,-0.691087
25.751,-0.683478
25.752,-0.675891
25.753,-0.668304
25.754,-0.6607
25.755,-0.653031
25.756,-0.645399
25.757,-0.637748
25.758,-0.630062
25.759,-0.622333
25.76,-0.614649
25.761,-0.606952
25.762,-0.599221
25.763,-0.591453
25.764,-0.583721
25.765,-0.575982
25.766,-0.568222
25.767,-0.560435
25.768,-0.552667
25.769,-0.544858
25.77,-0.537068
25.771,-0.529241
25.772,-0.521416
25.773,-0.513548
25.774,-0.505735
25.775,-0.497886
25.776,-0.489997
25.777,-0.482157
25.778,-0.474267
25.779,-0.466399
25.78,-0.458501
25.781,-0.450615
25.782,-0.442667
25.783,-0.434821
25.784,-0.426912
25.785,-0.419008
25.786,-0.411084
25.787,-0.403103
25.788,-0.395126
25.789,-0.387206
25.79,-0.379187
25.791,-0.371269
25.792,-0.363269
25.793,-0.355265
25.794,-0.347269
25.795,-0.339248
25.796,-0.331201
25.797,-0.323169
25.798,-0.315134
25.799,-0.307132
25.8,-0.299142
25.801,-0.291086
25.802,-0.283058
25.803,-0.275014
25.804,-0.267004
25.805,-0.258924
25.806,-0.250898
25.807,-0.242834
25.808,-0.234755
25.809,-0.226709
25.81,-0.218601
25.811,-0.210498
25.812,-0.202403
25.813,-0.1943
25.814,-0.186213
25.815,-0.178115
25.816,-0.17003
25.817,-0.161923
25.818,-0.153806
25.819,-0.145713
25.82,-0.137613
25.821,-0.129512
25.822,-0.121384
25.823,-0.113265
25.824,-0.105144
25.825,-0.096998
25.826,-0.0889
25.827,-0.080759
25.828,-0.072573
25.829,-0.064459
25.83,-0.056372
25.831,-0.048215
25.832,-0.040091
25.833,-0.031954
25.834,-0.023843
25.835,-0.015648
25.836,-0.007554
25.837,0.000612
25.838,0.008714
25.839,0.016872
25.84,0.02501
25.841,0.033155
25.842,0.041298
25.843,0.049437
25.844,0.057573
25.845,0.065676
25.846,0.073849
25.847,0.081949
25.848,0.090041
25.849,0.098268
25.85,0.106352
25.851,0.114428
25.852,0.122618
25.853,0.13071
25.854,0.138838
25.855,0.146928
25.856,0.155072
25.857,0.163162
25.858,0.171312
25.859,0.179391
25.86,0.187512
25.861,0.195651
25.862,0.203743
25.863,0.211857
25.864,0.219882
25.865,0.228033
25.866,0.236092
25.867,0.244156
25.868,0.252178
25.869,0.260268
25.87,0.268376
25.871,0.27641
25.872,0.284458
25.873,0.292537
25.874,0.300602
25.875,0.308642
25.876,0.316675
25.877,0.324706
25.878,0.332756
25.879,0.340778
25.88,0.348767
25.881,0.356797
25.882,0.364787
25.883,0.37279
25.884,0.380758
25.885,0.388757
25.886,0.396686
25.887,0.404661
25.888,0.412623
25.889,0.420575
25.89,0.428484
25.891,0.436442
25.892,0.44441
25.893,0.452354
25.894,0.460273
25.895,0.468179
25.896,0.476103
25.897,0.483995
25.898,0.491943
25.899,0.499755
25.9,0.507664
25.901,0.515498
25.902,0.523315
25.903,0.531207
25.904,0.538985
25.905,0.546805
25.906,0.554591
25.907,0.562419
25.908,0.570198
25.909,0.57799
25.91,0.585748
25.911,0.593468
25.912,0.601232
25.913,0.608976
25.914,0.616715
25.915,0.624411
25.916,0.632171
25.917,0.639863
25.918,0.647527
25.919,0.65528
25.92,0.662912
25.921,0.670589
25.922,0.678253
25.923,0.685853
25.924,0.693493
25.925,0.701064
25.926,0.708656
25.927,0.716281
25.928,0.723841
25.929,0.731377
25.93,0.73891
25.931,0.746421
25.932,0.753928
25.933,0.761438
25.934,0.768939
25.935,0.776405
25.936,0.783905
25.937,0.791281
25.938,0.798729
25.939,0.806133
25.94,0.813562
25.941,0.82098
25.942,0.828373
25.943,0.835694
25.944,0.843145
25.945,0.850401
25.946,0.857683
25.947,0.865097
25.948,0.872329
25.949,0.879605
25.95,0.886844
25.951,0.894077
25.952,0.901266
25.953,0.908563
25.954,0.915739
25.955,0.922898
25.956,0.930078
25.957,0.937137
25.958,0.944345
25.959,0.951526
25.96,0.958465
25.961,0.965665
25.962,0.972771
25.963,0.979776
25.964,0.986806
25.965,0.993807
25.966,1.000821
25.967,1.007809
25.968,1.014758
25.969,1.021585
25.97,1.02873
25.971,1.035452
25.972,1.042534
25.973,1.049292
25.974,1.05635
25.975,1.063114
25.976,1.069917
25.977,1.076705
25.978,1.083453
25.979,1.090235
25.98,1.096968
25.981,1.103693
25.982,1.110358
25.983,1.117073
25.984,1.12372
25.985,1.130337
25.986,1.136962
25.987,1.143542
25.988,1.150153
25.989,1.156706
25.99,1.163256
25.991,1.169743
25.992,1.176251
25.993,1.182767
25.994,1.189238
25.995,1.195674
25.996,1.202147
25.997,1.208583
25.998,1.214932
25.999,1.221307
26.0,1.227687
26.001,1.233998
26.002,1.240322
26.003,1.246587
26.004,1.252882
26.005,1.259106
26.006,1.265361
26.007,1.271632
26.008,1.277704
26.009,1.283897
26.01,1.290056
26.011,1.296185
26.012,1.302202
26.013,1.308421
26.014,1.314342
26.015,1.320376
26.016,1.326332
26.017,1.332356
26.018,1.338211
26.019,1.344211
26.02,1.350026
26.021,1.355901
26.022,1.361782
26.023,1.367594
26.024,1.373384
26.025,1.379117
26.026,1.38489
26.027,1.390608
26.028,1.396307
26.029,1.402025
26.03,1.407648
26.031,1.413288
26.032,1.418873
26.033,1.42443
26.034,1.42997
26.035,1.435471
26.036,1.440931
26.037,1.446427
26.038,1.451863
26.039,1.457252
26.04,1.462632
26.041,1.468001
26.042,1.473378
26.043,1.478674
